#{"t_start": 1706069427.820828, "env_id": null}
r,l,t,overtake_vehicle_num,velocity,steering,acceleration,step_energy,episode_energy,policy,action,raw_action,crash_vehicle,crash_object,crash_building,crash_human,crash_sidewalk,out_of_road,arrive_dest,max_step,env_seed,crash,step_reward,cost,total_cost,episode_reward,episode_length,takeover_start,takeover,takeover_cost,total_takeover_cost,native_cost,total_native_cost,ep_overtake_vehicle_num,ep_velocity,ep_steering,ep_acceleration,ep_step_energy,ep_episode_energy,ep_policy,ep_action,ep_raw_action,ep_crash_vehicle,ep_crash_object,ep_crash_building,ep_crash_human,ep_crash_sidewalk,ep_out_of_road,ep_arrive_dest,ep_max_step,ep_env_seed,ep_crash,ep_step_reward,ep_cost,ep_total_cost,ep_episode_reward,ep_episode_length,ep_takeover_start,ep_takeover,ep_takeover_cost,ep_total_takeover_cost,ep_native_cost,ep_total_native_cost
366.288876,338,20.251563,0,14.207743907024323,-0.05607455223798752,0.050869401544332504,0.07695968347739358,17.835154903779266,TakeoverPolicy,"[-0.056074552, 0.0508694]","(-0.056074552, 0.0508694)",False,False,False,False,False,False,True,False,100,False,1.4540984359843523,0,0,366.28887583691915,338,False,False,0,19.112737193586312,0,0,0.0,10.179992262749844,-0.0010904404913536687,0.2617597168691721,0.052766730484554034,6.162014070155692,,0.02013148,0.1303346381889092,0.0,0.0,0.0,0.0,0.0,0.0,0.0029585798816568047,0.0,100.0,0.0,1.0584111664878793,0.0,0.0,130.25325567811095,169.5,0.07396449704142012,0.636094674556213,0.05654655974433821,9.324936538161303,0.0,0.0
366.814139,360,43.610107,0,12.661047498302773,2.4370021561683807e-05,0.10000000000000003,0.06478350490643964,17.27792872272023,TakeoverPolicy,"[0.99976003, 0.9999692]","(2.4370021561683807e-05, 0.10000000000000003)",False,False,False,False,False,False,True,False,100,False,1.306939249245743,0,0,366.81413934559555,360,False,True,0,33.96642496611991,0,0,0.0,9.66671946967027,0.11059183935927183,0.5319372821185324,0.04799424645200061,6.549189998647107,,0.99985725,0.3212645607389021,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.0,100.0,0.0,0.9947807738745599,0.0,0.0,141.1398746197902,180.5,0.05,0.7472222222222222,0.04126024381259331,26.548070947527044,0.0,0.0
-4.203643,10,48.794698,0,2.2101596983417027,-0.9998130202293396,0.9996259808540344,0.007224162024392895,0.03748424075572495,TakeoverPolicy,"[-0.999813, 0.999626]","(-0.999813, 0.999626)",False,False,False,False,True,True,False,False,100,True,0.16752514063960797,1.0,1.0,-4.203643373173926,10,False,False,0,33.96642496611991,1.0,1.0,0.0,1.2630947579721834,-0.9998100280761719,0.9996240258216857,0.003748424075572495,0.014175207458667818,,-9.299815e-05,-9.299815e-05,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,100.0,0.1,0.09638817674656819,0.1,0.1,-0.1353590816426466,5.5,0.0,0.0,0.0,33.96642496611991,0.1,0.1
153.527414,176,61.791621,0,10.993034052407843,-0.9996981620788574,0.9994728565216064,0.05372266807317099,7.3607390045848184,TakeoverPolicy,"[-0.99969816, 0.99947286]","(-0.99969816, 0.99947286)",False,False,False,False,True,True,False,False,100,True,1.0904634552097017,1.0,1.0,153.52741383484772,176,False,False,0,41.14136846838634,1.0,1.0,0.0,8.901787502857832,-0.07215827049592437,0.5220921305092898,0.041822380707868284,2.850877180619046,,-9.2883005e-05,0.22496693000668272,0.0,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.0,0.0,100.0,0.005681818181818182,0.9069197573298718,0.005681818181818182,0.005681818181818182,64.33134602315437,88.5,0.056818181818181816,0.8068181818181818,0.04076672444469564,36.84200186518868,0.005681818181818182,0.005681818181818182
-4.203562,10,66.569213,0,1.8881898408825788,0.040107822307805914,0.1,0.006830928719801409,0.03709669101398641,TakeoverPolicy,"[-0.9999782, 0.99988127]","(0.040107822307805914, 0.1)",False,False,False,False,True,True,False,False,100,True,0.16714868304984073,1.0,1.0,-4.203561721002371,10,True,False,0.6069794630785834,41.74834793146492,1.0,1.0,0.0,1.2310804222082947,-0.8959690773597497,0.9098920023441315,0.0037096691013986404,0.014138516697267525,,-4.876256e-05,0.006961462492190833,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,100.0,0.1,0.09635869620474688,0.1,0.1,-0.13531409975895858,5.5,0.1,0.0,0.06069794630785834,41.2020664146942,0.1,0.1
369.534116,287,85.40796,0,15.321638837255264,-0.9999785423278809,0.9998700022697449,0.08726591634562295,18.79578593300272,TakeoverPolicy,"[-0.99997854, 0.99987]","(-0.99997854, 0.99987)",False,False,False,False,False,False,True,False,100,False,1.610037886943377,0,0,369.53411567112425,287,False,False,0,51.45635755774039,0,0,0.0,12.147302042995724,-0.14970972149112038,0.5505100253982411,0.06549054332056695,7.352007654754125,,-5.6775087e-05,0.2004001519535604,0.0,0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.0,100.0,0.0,1.258341998460166,0.0,0.0,148.6439800512362,144.0,0.0313588850174216,0.8710801393728222,0.0338258175131549,47.236762420820966,0.0,0.0
357.120262,491,115.380979,0,2.2320231213387403,0.6408622779660178,1.0,0.0071624767036621885,16.426504311807538,TakeoverPolicy,"[-0.99873275, -0.99944335]","(0.6408622779660178, 1.0)",False,False,False,False,False,False,True,False,100,False,0.2110494140807976,0,1.0,357.12026246632934,491,False,True,0,77.94758687959273,0,1.0,0.0,7.009424134750594,-0.11549702228051957,0.33960562886142925,0.03345520226437383,7.565606487512229,,-0.99903053,0.11205430329045483,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,100.0,0.002036659877800407,0.7189855791248384,0.002036659877800407,0.24236252545824846,159.139032679294,246.0,0.03665987780040733,0.8044806517311609,0.053953623873426323,65.06516769865756,0.002036659877800407,0.24236252545824846
366.188414,326,137.445063,0,15.865078063239743,0.10312353074550629,0.6512773036956787,0.0905101743139352,17.255514228046902,TakeoverPolicy,"[0.10312353, 0.6512773]","(0.10312353, 0.6512773)",False,False,False,False,False,False,True,False,100,False,1.6432136131878612,0,0,366.18841389303446,326,False,False,0,95.53370743042541,0,0,0.0,10.671889572405645,-0.040704356807783615,0.34909548938640056,0.052931025239407695,6.85967959170508,,0.37121043,0.15419556628930847,0.0,0.0,0.0,0.0,0.0,0.0,0.003067484662576687,0.0,100.0,0.0,1.0976430291601915,0.0,0.0,149.03318173056755,163.5,0.06748466257668712,0.49693251533742333,0.05394515506390391,86.37335758932292,0.0,0.0
164.778706,205,152.811475,0,13.889785850326195,0.12013962858684661,0.0,0.07467617787737772,7.731625339470226,TakeoverPolicy,"[-0.16575924, 0.38325226]","(0.12013962858684661, 0.0)",False,False,False,False,True,True,False,False,100,True,1.3762679485159588,1.0,1.0,164.7787061392147,205,False,True,0,109.480411757323,1.0,1.0,0.0,8.15049945525797,0.0196581284735079,0.3303649715970203,0.03771524555839134,2.6988121828327127,,0.15708934,0.17501155003526409,0.0,0.0,0.0,0.0,0.004878048780487805,0.004878048780487805,0.0,0.0,100.0,0.004878048780487805,0.8349023126230766,0.004878048780487805,0.004878048780487805,64.18180894381979,103.0,0.06341463414634146,0.48292682926829267,0.06803270403364678,102.21523471663764,0.004878048780487805,0.004878048780487805
361.411792,329,174.296039,0,16.674552077780408,-0.008194985799491405,0.3677331209182739,0.09829157246400018,17.197698235662028,TakeoverPolicy,"[-0.008194986, 0.36773312]","(-0.008194986, 0.36773312)",False,False,False,False,False,False,True,False,100,False,1.7335742872650584,0,0,361.4117916994275,329,False,False,0,127.42450149324476,0,0,0.0,10.432080588728564,-0.008971924666424198,0.2684370933876211,0.0522726390141703,6.475251875582202,,0.16705789,0.12973258436059848,0.0,0.0,0.0,0.0,0.0,0.0,0.00303951367781155,0.0,100.0,0.0,1.0733901701723179,0.0,0.0,140.7946896379321,165.0,0.057750759878419454,0.26443768996960487,0.05454130618821199,115.45543394247541,0.0,0.0
